path,id
AI_CUP/bounding_box_train/0002063_0924-190000-191900_0000321_acc_data.bmp,2063
AI_CUP/bounding_box_train/0003595_0925-190000-191900_0000234_acc_data.bmp,3595
AI_CUP/bounding_box_train/0000803_0902-190000-191900_0000097_acc_data.bmp,803
AI_CUP/bounding_box_train/0003461_0925-190000-191900_0000241_acc_data.bmp,3461
AI_CUP/bounding_box_train/0002880_0925-150000-151900_0000179_acc_data.bmp,2880
AI_CUP/bounding_box_train/0000711_0902-190000-191900_0000191_acc_data.bmp,711
AI_CUP/bounding_box_train/0002317_0924-190000-191900_0000156_acc_data.bmp,2317
AI_CUP/bounding_box_train/0003270_0925-190000-191900_0000185_acc_data.bmp,3270
AI_CUP/bounding_box_train/0003094_0925-150000-151900_0000322_acc_data.bmp,3094
AI_CUP/bounding_box_train/0000340_0902-150000-151900_0000076_acc_data.bmp,340
AI_CUP/bounding_box_train/0002419_0925-150000-151900_0000198_acc_data.bmp,2419
AI_CUP/bounding_box_train/0003898_1015-150000-151900_0000122_acc_data.bmp,3898
AI_CUP/bounding_box_train/0003461_0925-190000-191900_0000032_acc_data.bmp,3461
AI_CUP/bounding_box_train/0002663_0925-150000-151900_0000121_acc_data.bmp,2663
AI_CUP/bounding_box_train/0000073_0902-150000-151900_0000288_acc_data.bmp,73
AI_CUP/bounding_box_train/0000712_0902-190000-191900_0000195_acc_data.bmp,712
AI_CUP/bounding_box_train/0000774_0902-190000-191900_0000221_acc_data.bmp,774
AI_CUP/bounding_box_train/0002317_0924-190000-191900_0000018_acc_data.bmp,2317
AI_CUP/bounding_box_train/0003894_1015-150000-151900_0000079_acc_data.bmp,3894
AI_CUP/bounding_box_train/0003606_0925-190000-191900_0000316_acc_data.bmp,3606
AI_CUP/bounding_box_train/0002504_0925-150000-151900_0000269_acc_data.bmp,2504
AI_CUP/bounding_box_train/0003460_0925-190000-191900_0000008_acc_data.bmp,3460
AI_CUP/bounding_box_train/0001751_0924-150000-151900_0000327_acc_data.bmp,1751
AI_CUP/bounding_box_train/0000759_0902-190000-191900_0000057_acc_data.bmp,759
AI_CUP/bounding_box_train/0002641_0925-150000-151900_0000143_acc_data.bmp,2641
AI_CUP/bounding_box_train/0003498_0925-190000-191900_0000145_acc_data.bmp,3498
AI_CUP/bounding_box_train/0000349_0902-150000-151900_0000114_acc_data.bmp,349
AI_CUP/bounding_box_train/0002128_0924-190000-191900_0000179_acc_data.bmp,2128
AI_CUP/bounding_box_train/0002579_0925-150000-151900_0000249_acc_data.bmp,2579
AI_CUP/bounding_box_train/0002350_0924-190000-191900_0000094_acc_data.bmp,2350
AI_CUP/bounding_box_train/0001666_0924-150000-151900_0000059_acc_data.bmp,1666
AI_CUP/bounding_box_train/0003275_0925-190000-191900_0000183_acc_data.bmp,3275
AI_CUP/bounding_box_train/0002920_0925-150000-151900_0000240_acc_data.bmp,2920
AI_CUP/bounding_box_train/0002318_0924-190000-191900_0000187_acc_data.bmp,2318
AI_CUP/bounding_box_train/0000941_0903-150000-151900_0000298_acc_data.bmp,941
AI_CUP/bounding_box_train/0003909_1015-150000-151900_0000174_acc_data.bmp,3909
AI_CUP/bounding_box_train/0000867_0903-150000-151900_0000074_acc_data.bmp,867
AI_CUP/bounding_box_train/0003460_0925-190000-191900_0000024_acc_data.bmp,3460
AI_CUP/bounding_box_train/0000062_0902-150000-151900_0000266_acc_data.bmp,62
AI_CUP/bounding_box_train/0000629_0902-190000-191900_0000360_acc_data.bmp,629
AI_CUP/bounding_box_train/0003502_0925-190000-191900_0000080_acc_data.bmp,3502
AI_CUP/bounding_box_train/0000511_0902-190000-191900_0000110_acc_data.bmp,511
AI_CUP/bounding_box_train/0000497_0902-190000-191900_0000120_acc_data.bmp,497
AI_CUP/bounding_box_train/0003445_0925-190000-191900_0000276_acc_data.bmp,3445
AI_CUP/bounding_box_train/0003753_1015-150000-151900_0000289_acc_data.bmp,3753
AI_CUP/bounding_box_train/0003445_0925-190000-191900_0000061_acc_data.bmp,3445
AI_CUP/bounding_box_train/0002583_0925-150000-151900_0000317_acc_data.bmp,2583
AI_CUP/bounding_box_train/0001459_0903-190000-191900_0000176_acc_data.bmp,1459
AI_CUP/bounding_box_train/0003071_0925-150000-151900_0000214_acc_data.bmp,3071
AI_CUP/bounding_box_train/0003894_1015-150000-151900_0000077_acc_data.bmp,3894
AI_CUP/bounding_box_train/0002458_0925-150000-151900_0000185_acc_data.bmp,2458
AI_CUP/bounding_box_train/0001666_0924-150000-151900_0000230_acc_data.bmp,1666
AI_CUP/bounding_box_train/0001893_0924-150000-151900_0000073_acc_data.bmp,1893
AI_CUP/bounding_box_train/0002767_0925-150000-151900_0000073_acc_data.bmp,2767
AI_CUP/bounding_box_train/0002514_0925-150000-151900_0000317_acc_data.bmp,2514
AI_CUP/bounding_box_train/0000291_0902-150000-151900_0000181_acc_data.bmp,291
AI_CUP/bounding_box_train/0000553_0902-190000-191900_0000312_acc_data.bmp,553
AI_CUP/bounding_box_train/0002064_0924-190000-191900_0000029_acc_data.bmp,2064
AI_CUP/bounding_box_train/0002666_0925-150000-151900_0000178_acc_data.bmp,2666
AI_CUP/bounding_box_train/0001441_0903-190000-191900_0000311_acc_data.bmp,1441
AI_CUP/bounding_box_train/0002685_0925-150000-151900_0000134_acc_data.bmp,2685
AI_CUP/bounding_box_train/0003467_0925-190000-191900_0000273_acc_data.bmp,3467
AI_CUP/bounding_box_train/0003049_0925-150000-151900_0000180_acc_data.bmp,3049
AI_CUP/bounding_box_train/0003273_0925-190000-191900_0000072_acc_data.bmp,3273
AI_CUP/bounding_box_train/0003655_1015-150000-151900_0000044_acc_data.bmp,3655
AI_CUP/bounding_box_train/0003770_1015-150000-151900_0000137_acc_data.bmp,3770
AI_CUP/bounding_box_train/0001456_0903-190000-191900_0000216_acc_data.bmp,1456
AI_CUP/bounding_box_train/0000697_0902-190000-191900_0000046_acc_data.bmp,697
AI_CUP/bounding_box_train/0003243_0925-190000-191900_0000013_acc_data.bmp,3243
AI_CUP/bounding_box_train/0003941_1015-150000-151900_0000077_acc_data.bmp,3941
AI_CUP/bounding_box_train/0001276_0924-150000-151900_0000080_acc_data.bmp,1276
AI_CUP/bounding_box_train/0000898_0903-150000-151900_0000172_acc_data.bmp,898
AI_CUP/bounding_box_train/0002317_0924-190000-191900_0000267_acc_data.bmp,2317
AI_CUP/bounding_box_train/0002583_0925-150000-151900_0000301_acc_data.bmp,2583
AI_CUP/bounding_box_train/0000929_0903-150000-151900_0000258_acc_data.bmp,929
AI_CUP/bounding_box_train/0000449_0902-150000-151900_0000336_acc_data.bmp,449
AI_CUP/bounding_box_train/0002260_0924-190000-191900_0000043_acc_data.bmp,2260
AI_CUP/bounding_box_train/0001710_0924-150000-151900_0000170_acc_data.bmp,1710
AI_CUP/bounding_box_train/0000941_0903-150000-151900_0000348_acc_data.bmp,941
AI_CUP/bounding_box_train/0000043_0902-150000-151900_0000174_acc_data.bmp,43
AI_CUP/bounding_box_train/0002435_0925-150000-151900_0000073_acc_data.bmp,2435
AI_CUP/bounding_box_train/0002634_0925-150000-151900_0000093_acc_data.bmp,2634
AI_CUP/bounding_box_train/0000924_0903-150000-151900_0000248_acc_data.bmp,924
AI_CUP/bounding_box_train/0003277_0925-190000-191900_0000170_acc_data.bmp,3277
AI_CUP/bounding_box_train/0002482_0925-150000-151900_0000220_acc_data.bmp,2482
AI_CUP/bounding_box_train/0000171_0902-150000-151900_0000070_acc_data.bmp,171
AI_CUP/bounding_box_train/0000535_0902-190000-191900_0000173_acc_data.bmp,535
AI_CUP/bounding_box_train/0002902_0925-150000-151900_0000216_acc_data.bmp,2902
AI_CUP/bounding_box_train/0002635_0925-150000-151900_0000133_acc_data.bmp,2635
AI_CUP/bounding_box_train/0001505_0924-150000-151900_0000020_acc_data.bmp,1505
AI_CUP/bounding_box_train/0003577_0925-190000-191900_0000125_acc_data.bmp,3577
AI_CUP/bounding_box_train/0002745_0925-150000-151900_0000122_acc_data.bmp,2745
AI_CUP/bounding_box_train/0002438_0925-150000-151900_0000096_acc_data.bmp,2438
AI_CUP/bounding_box_train/0003308_0925-190000-191900_0000288_acc_data.bmp,3308
AI_CUP/bounding_box_train/0001043_0903-150000-151900_0000111_acc_data.bmp,1043
AI_CUP/bounding_box_train/0000250_0902-150000-151900_0000226_acc_data.bmp,250
AI_CUP/bounding_box_train/0000785_0902-190000-191900_0000342_acc_data.bmp,785
AI_CUP/bounding_box_train/0003498_0925-190000-191900_0000108_acc_data.bmp,3498
AI_CUP/bounding_box_train/0000105_0902-150000-151900_0000022_acc_data.bmp,105
AI_CUP/bounding_box_train/0001758_0924-150000-151900_0000007_acc_data.bmp,1758
AI_CUP/bounding_box_train/0003000_0925-150000-151900_0000031_acc_data.bmp,3000
AI_CUP/bounding_box_train/0003461_0925-190000-191900_0000344_acc_data.bmp,3461
AI_CUP/bounding_box_train/0003458_0925-190000-191900_0000022_acc_data.bmp,3458
AI_CUP/bounding_box_train/0000611_0902-190000-191900_0000263_acc_data.bmp,611
AI_CUP/bounding_box_train/0002637_0925-150000-151900_0000117_acc_data.bmp,2637
AI_CUP/bounding_box_train/0000184_0902-150000-151900_0000154_acc_data.bmp,184
AI_CUP/bounding_box_train/0000601_0902-190000-191900_0000211_acc_data.bmp,601
AI_CUP/bounding_box_train/0000557_0902-190000-191900_0000317_acc_data.bmp,557
AI_CUP/bounding_box_train/0000195_0902-150000-151900_0000190_acc_data.bmp,195
AI_CUP/bounding_box_train/0001290_0903-190000-191900_0000006_acc_data.bmp,1290
AI_CUP/bounding_box_train/0000889_0903-150000-151900_0000137_acc_data.bmp,889
AI_CUP/bounding_box_train/0000161_0902-150000-151900_0000021_acc_data.bmp,161
AI_CUP/bounding_box_train/0003843_1015-150000-151900_0000316_acc_data.bmp,3843
AI_CUP/bounding_box_train/0003110_0925-150000-151900_0000032_acc_data.bmp,3110
AI_CUP/bounding_box_train/0000023_0902-150000-151900_0000099_acc_data.bmp,23
AI_CUP/bounding_box_train/0003355_0925-190000-191900_0000182_acc_data.bmp,3355
AI_CUP/bounding_box_train/0002634_0925-150000-151900_0000087_acc_data.bmp,2634
AI_CUP/bounding_box_train/0000351_0902-150000-151900_0000124_acc_data.bmp,351
AI_CUP/bounding_box_train/0003056_0925-150000-151900_0000216_acc_data.bmp,3056
AI_CUP/bounding_box_train/0001622_0924-150000-151900_0000184_acc_data.bmp,1622
AI_CUP/bounding_box_train/0002583_0925-150000-151900_0000326_acc_data.bmp,2583
AI_CUP/bounding_box_train/0002491_0925-150000-151900_0000239_acc_data.bmp,2491
AI_CUP/bounding_box_train/0001024_0903-150000-151900_0000099_acc_data.bmp,1024
AI_CUP/bounding_box_train/0002493_0925-150000-151900_0000267_acc_data.bmp,2493
AI_CUP/bounding_box_train/0003423_0925-190000-191900_0000223_acc_data.bmp,3423
AI_CUP/bounding_box_train/0000313_0902-150000-151900_0000287_acc_data.bmp,313
AI_CUP/bounding_box_train/0000744_0902-190000-191900_0000191_acc_data.bmp,744
AI_CUP/bounding_box_train/0000861_0903-150000-151900_0000042_acc_data.bmp,861
AI_CUP/bounding_box_train/0002482_0925-150000-151900_0000222_acc_data.bmp,2482
AI_CUP/bounding_box_train/0002419_0925-150000-151900_0000125_acc_data.bmp,2419
AI_CUP/bounding_box_train/0002542_0925-150000-151900_0000042_acc_data.bmp,2542
AI_CUP/bounding_box_train/0002270_0924-190000-191900_0000063_acc_data.bmp,2270
AI_CUP/bounding_box_train/0003674_1015-150000-151900_0000159_acc_data.bmp,3674
AI_CUP/bounding_box_train/0002553_0925-150000-151900_0000112_acc_data.bmp,2553
AI_CUP/bounding_box_train/0003366_0925-190000-191900_0000278_acc_data.bmp,3366
AI_CUP/bounding_box_train/0003421_0925-190000-191900_0000241_acc_data.bmp,3421
AI_CUP/bounding_box_train/0003268_0925-190000-191900_0000075_acc_data.bmp,3268
AI_CUP/bounding_box_train/0002784_0925-150000-151900_0000337_acc_data.bmp,2784
AI_CUP/bounding_box_train/0001452_0903-190000-191900_0000062_acc_data.bmp,1452
AI_CUP/bounding_box_train/0003506_0925-190000-191900_0000112_acc_data.bmp,3506
AI_CUP/bounding_box_train/0003498_0925-190000-191900_0000167_acc_data.bmp,3498
AI_CUP/bounding_box_train/0002255_0924-190000-191900_0000041_acc_data.bmp,2255
AI_CUP/bounding_box_train/0002086_0924-190000-191900_0000310_acc_data.bmp,2086
AI_CUP/bounding_box_train/0001581_0924-150000-151900_0000346_acc_data.bmp,1581
AI_CUP/bounding_box_train/0000767_0902-190000-191900_0000184_acc_data.bmp,767
AI_CUP/bounding_box_train/0001730_0924-150000-151900_0000259_acc_data.bmp,1730
AI_CUP/bounding_box_train/0002127_0924-190000-191900_0000242_acc_data.bmp,2127
AI_CUP/bounding_box_train/0000952_0903-150000-151900_0000348_acc_data.bmp,952
AI_CUP/bounding_box_train/0002418_0925-150000-151900_0000305_acc_data.bmp,2418
AI_CUP/bounding_box_train/0000550_0902-190000-191900_0000302_acc_data.bmp,550
AI_CUP/bounding_box_train/0002482_0925-150000-151900_0000302_acc_data.bmp,2482
AI_CUP/bounding_box_train/0003827_1015-150000-151900_0000034_acc_data.bmp,3827
AI_CUP/bounding_box_train/0003758_1015-150000-151900_0000213_acc_data.bmp,3758
AI_CUP/bounding_box_train/0002350_0924-190000-191900_0000208_acc_data.bmp,2350
AI_CUP/bounding_box_train/0001530_0924-150000-151900_0000120_acc_data.bmp,1530
AI_CUP/bounding_box_train/0001412_0903-190000-191900_0000310_acc_data.bmp,1412
AI_CUP/bounding_box_train/0001980_0924-150000-151900_0000053_acc_data.bmp,1980
AI_CUP/bounding_box_train/0003447_0925-190000-191900_0000044_acc_data.bmp,3447
AI_CUP/bounding_box_train/0003750_1015-150000-151900_0000285_acc_data.bmp,3750
AI_CUP/bounding_box_train/0003819_1015-150000-151900_0000294_acc_data.bmp,3819
AI_CUP/bounding_box_train/0002921_0925-150000-151900_0000240_acc_data.bmp,2921
AI_CUP/bounding_box_train/0001759_0924-150000-151900_0000041_acc_data.bmp,1759
AI_CUP/bounding_box_train/0000303_0902-150000-151900_0000213_acc_data.bmp,303
AI_CUP/bounding_box_train/0001384_0903-190000-191900_0000318_acc_data.bmp,1384
AI_CUP/bounding_box_train/0002000_0924-150000-151900_0000215_acc_data.bmp,2000
AI_CUP/bounding_box_train/0000723_0902-190000-191900_0000034_acc_data.bmp,723
AI_CUP/bounding_box_train/0003745_1015-150000-151900_0000233_acc_data.bmp,3745
AI_CUP/bounding_box_train/0003026_0925-150000-151900_0000085_acc_data.bmp,3026
AI_CUP/bounding_box_train/0002498_0925-150000-151900_0000279_acc_data.bmp,2498
AI_CUP/bounding_box_train/0003498_0925-190000-191900_0000036_acc_data.bmp,3498
AI_CUP/bounding_box_train/0001056_0903-150000-151900_0000239_acc_data.bmp,1056
AI_CUP/bounding_box_train/0001917_0924-150000-151900_0000176_acc_data.bmp,1917
AI_CUP/bounding_box_train/0002144_0924-190000-191900_0000277_acc_data.bmp,2144
AI_CUP/bounding_box_train/0002458_0925-150000-151900_0000163_acc_data.bmp,2458
AI_CUP/bounding_box_train/0000334_0902-150000-151900_0000064_acc_data.bmp,334
AI_CUP/bounding_box_train/0001744_0924-150000-151900_0000309_acc_data.bmp,1744
AI_CUP/bounding_box_train/0003095_0925-150000-151900_0000351_acc_data.bmp,3095
AI_CUP/bounding_box_train/0002060_0924-190000-191900_0000061_acc_data.bmp,2060
AI_CUP/bounding_box_train/0003112_0925-150000-151900_0000037_acc_data.bmp,3112
AI_CUP/bounding_box_train/0002545_0925-150000-151900_0000066_acc_data.bmp,2545
AI_CUP/bounding_box_train/0003778_1015-150000-151900_0000170_acc_data.bmp,3778
AI_CUP/bounding_box_train/0003549_0925-190000-191900_0000048_acc_data.bmp,3549
AI_CUP/bounding_box_train/0003919_1015-150000-151900_0000294_acc_data.bmp,3919
AI_CUP/bounding_box_train/0002742_0925-150000-151900_0000352_acc_data.bmp,2742
AI_CUP/bounding_box_train/0002648_0925-150000-151900_0000124_acc_data.bmp,2648
AI_CUP/bounding_box_train/0000309_0902-150000-151900_0000278_acc_data.bmp,309
AI_CUP/bounding_box_train/0003774_1015-150000-151900_0000153_acc_data.bmp,3774
AI_CUP/bounding_box_train/0003945_1015-150000-151900_0000188_acc_data.bmp,3945
AI_CUP/bounding_box_train/0003660_1015-150000-151900_0000078_acc_data.bmp,3660
AI_CUP/bounding_box_train/0002543_0925-150000-151900_0000060_acc_data.bmp,2543
AI_CUP/bounding_box_train/0002645_0925-150000-151900_0000152_acc_data.bmp,2645
AI_CUP/bounding_box_train/0002741_0925-150000-151900_0000247_acc_data.bmp,2741
AI_CUP/bounding_box_train/0001744_0924-150000-151900_0000312_acc_data.bmp,1744
AI_CUP/bounding_box_train/0002783_0925-150000-151900_0000324_acc_data.bmp,2783
AI_CUP/bounding_box_train/0002493_0925-150000-151900_0000271_acc_data.bmp,2493
AI_CUP/bounding_box_train/0001523_0924-150000-151900_0000055_acc_data.bmp,1523
AI_CUP/bounding_box_train/0002496_0925-150000-151900_0000272_acc_data.bmp,2496
AI_CUP/bounding_box_train/0001893_0924-150000-151900_0000086_acc_data.bmp,1893
AI_CUP/bounding_box_train/0001666_0924-150000-151900_0000342_acc_data.bmp,1666
AI_CUP/bounding_box_train/0002631_0925-150000-151900_0000074_acc_data.bmp,2631
AI_CUP/bounding_box_train/0002179_0924-190000-191900_0000052_acc_data.bmp,2179
AI_CUP/bounding_box_train/0001319_0903-190000-191900_0000061_acc_data.bmp,1319
AI_CUP/bounding_box_train/0000340_0902-150000-151900_0000077_acc_data.bmp,340
AI_CUP/bounding_box_train/0002378_0924-190000-191900_0000242_acc_data.bmp,2378
AI_CUP/bounding_box_train/0002106_0924-190000-191900_0000071_acc_data.bmp,2106
AI_CUP/bounding_box_train/0001756_0924-150000-151900_0000011_acc_data.bmp,1756
AI_CUP/bounding_box_train/0000845_0903-150000-151900_0000157_acc_data.bmp,845
AI_CUP/bounding_box_train/0000784_0902-190000-191900_0000300_acc_data.bmp,784
AI_CUP/bounding_box_train/0002457_0925-150000-151900_0000125_acc_data.bmp,2457
AI_CUP/bounding_box_train/0001459_0903-190000-191900_0000198_acc_data.bmp,1459
AI_CUP/bounding_box_train/0000358_0902-150000-151900_0000180_acc_data.bmp,358
AI_CUP/bounding_box_train/0002785_0925-150000-151900_0000360_acc_data.bmp,2785
AI_CUP/bounding_box_train/0003347_0925-190000-191900_0000119_acc_data.bmp,3347
AI_CUP/bounding_box_train/0002255_0924-190000-191900_0000040_acc_data.bmp,2255
AI_CUP/bounding_box_train/0001459_0903-190000-191900_0000189_acc_data.bmp,1459
AI_CUP/bounding_box_train/0002743_0925-150000-151900_0000291_acc_data.bmp,2743
AI_CUP/bounding_box_train/0001525_0924-150000-151900_0000070_acc_data.bmp,1525
AI_CUP/bounding_box_train/0001533_0924-150000-151900_0000134_acc_data.bmp,1533
AI_CUP/bounding_box_train/0002570_0925-150000-151900_0000190_acc_data.bmp,2570
AI_CUP/bounding_box_train/0001786_0924-150000-151900_0000196_acc_data.bmp,1786
AI_CUP/bounding_box_train/0000841_0903-150000-151900_0000341_acc_data.bmp,841
AI_CUP/bounding_box_train/0001821_0924-150000-151900_0000230_acc_data.bmp,1821
AI_CUP/bounding_box_train/0001559_0924-150000-151900_0000223_acc_data.bmp,1559
AI_CUP/bounding_box_train/0003569_0925-190000-191900_0000078_acc_data.bmp,3569
AI_CUP/bounding_box_train/0002702_0925-150000-151900_0000020_acc_data.bmp,2702
AI_CUP/bounding_box_train/0002977_0925-150000-151900_0000321_acc_data.bmp,2977
AI_CUP/bounding_box_train/0000868_0903-150000-151900_0000050_acc_data.bmp,868
AI_CUP/bounding_box_train/0002513_0925-150000-151900_0000313_acc_data.bmp,2513
AI_CUP/bounding_box_train/0003405_0925-190000-191900_0000107_acc_data.bmp,3405
AI_CUP/bounding_box_train/0001819_0924-150000-151900_0000208_acc_data.bmp,1819
AI_CUP/bounding_box_train/0003417_0925-190000-191900_0000167_acc_data.bmp,3417
AI_CUP/bounding_box_train/0003454_0925-190000-191900_0000324_acc_data.bmp,3454
AI_CUP/bounding_box_train/0000723_0902-190000-191900_0000029_acc_data.bmp,723
AI_CUP/bounding_box_train/0000284_0902-150000-151900_0000117_acc_data.bmp,284
AI_CUP/bounding_box_train/0002531_0925-150000-151900_0000352_acc_data.bmp,2531
AI_CUP/bounding_box_train/0001958_0924-150000-151900_0000359_acc_data.bmp,1958
AI_CUP/bounding_box_train/0000342_0902-150000-151900_0000089_acc_data.bmp,342
AI_CUP/bounding_box_train/0001464_0903-190000-191900_0000285_acc_data.bmp,1464
AI_CUP/bounding_box_train/0000535_0902-190000-191900_0000170_acc_data.bmp,535
AI_CUP/bounding_box_train/0000279_0902-150000-151900_0000043_acc_data.bmp,279
AI_CUP/bounding_box_train/0001697_0924-150000-151900_0000120_acc_data.bmp,1697
AI_CUP/bounding_box_train/0000383_0902-150000-151900_0000328_acc_data.bmp,383
AI_CUP/bounding_box_train/0002553_0925-150000-151900_0000122_acc_data.bmp,2553
AI_CUP/bounding_box_train/0000962_0903-150000-151900_0000029_acc_data.bmp,962
AI_CUP/bounding_box_train/0001819_0924-150000-151900_0000330_acc_data.bmp,1819
AI_CUP/bounding_box_train/0000756_0902-190000-191900_0000004_acc_data.bmp,756
AI_CUP/bounding_box_train/0000782_0902-190000-191900_0000284_acc_data.bmp,782
AI_CUP/bounding_box_train/0000498_0902-190000-191900_0000125_acc_data.bmp,498
AI_CUP/bounding_box_train/0003898_1015-150000-151900_0000127_acc_data.bmp,3898
AI_CUP/bounding_box_train/0003802_1015-150000-151900_0000328_acc_data.bmp,3802
AI_CUP/bounding_box_train/0003734_1015-150000-151900_0000164_acc_data.bmp,3734
AI_CUP/bounding_box_train/0002702_0925-150000-151900_0000104_acc_data.bmp,2702
AI_CUP/bounding_box_train/0000062_0902-150000-151900_0000255_acc_data.bmp,62
AI_CUP/bounding_box_train/0003259_0925-190000-191900_0000153_acc_data.bmp,3259
